x,y
0.47109807708138285,-0.6564987786170088
0.8516666083612774,-0.010330269073182177
-0.8147767381679056,0.34350326179879553
0.22985094848609325,0.7533046858547809
-0.41680404584376235,-0.36766091734926215
-0.44503160897168115,0.2379341190282293
-0.2575774119494687,-0.3352990746295599
-0.12553804217837314,-0.28674285858220255
0.17104770850325235,-0.20398280700602542
0.18622868124932834,0.026706187769308897
0.5168709625891218,-0.22709087315089357
1.213989590783077,-0.18922139321032758
-0.29927512762807146,0.08646469469631057
-0.2061292910841879,-0.24177183648943457
0.09186700733444046,-0.5998686424579918
-0.3689608185165658,0.3976103048978789
0.13843984834154,0.14284051999648384
-0.003396333402259729,-0.2960673951075216
0.36446807731386244,0.6228971942284623
-0.11905406324817902,-1.1641355331737047
0.6256957580340874,-0.7590315622717543
-0.9518685116080609,0.32201179840292193
0.4358118803559979,-0.5274032366266078
-0.1480474984309209,-0.46127288201362926
-0.2427871410782305,-0.45633707160465786
-0.5587723658246742,-0.35593379123168983
-0.42696352127090953,0.17027508977992487
0.32560945807031116,-0.08952373132450343
0.6439173118136621,0.11923351795845548
-3.87968029767836e-05,0.644522280665125
0.26267501481140654,-0.6236063433746213
-0.19565108045804236,0.05698511026646572
0.0018968760078187416,-0.002939415187951584
-0.4458085214278487,-0.15069124541376622
0.42333619069099243,-0.014021580509406705
-0.22446294290603358,0.5222550051286649
0.8061774899696748,0.7978321932909412
-1.198469305905953,0.028602288643170652
-0.13106332764024642,0.11793919741841995
0.5729422023975587,-0.40986733267835973
0.7596258355618134,-0.23687284346781448
-0.01808284279409747,-0.13071199293798375
0.32095066162858116,0.12094004649936879
0.5579311978009834,0.06646376686820374
0.24510986112018923,0.2558167602066674
-0.4931001523690632,-0.2474008198900923
0.26430873813651823,0.10932469894987538
-0.08210458048054149,0.48407637970891393
0.18592818185245835,-0.3716430364108458
0.16499984338798676,-0.3285950644120712
-0.44249550141390226,0.43523819912223116
0.22811171679390957,-0.16810907207337417
-0.1203959403334919,-0.5042771507003585
-0.06836550102744449,0.03419728482542838
